belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,actor,director
,12000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",62204,xx,"A colossal adventure odyssey that turns back the hands of time to the very beginning of man's existence. 80,000 years ago, when man roamed the earth, he was exposed to the many harsh elements of nature. Against the perilous atmosphere of rugged terrain, rival tribes and savage beasts, Quest for Fire examines a peaceful tribe's search for that all important element fire, and the knowledge to create it. Focusing on human dream as well as realistic insights into pre-historic man, the constant struggle for survival is vividly recreated in this sensational production.",8.341166,"[{'name': 'Belstar Productions', 'id': 999}, {'name': 'Stéphan Films', 'id': 2359}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-12-15,55260558.0,100.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Quest for Fire,7.2,111.0,1981,4.6050465,"['Everett McGill', 'Ron Perlman', 'Nicholas Kadi']",Jean-Jacques Annaud
,15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}, {'id': 36, 'name': 'History'}]",11040,en,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",8.186994,"[{'name': 'Cinema Center Films', 'id': 3070}, {'name': 'Stockbridge-Hiller Productions', 'id': 5603}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1970-12-14,31559552.0,139.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Either The Most Neglected Hero In History Or A Liar Of Insane Proportion!,Little Big Man,7.5,128.0,1970,2.103970133333333,"['Dustin Hoffman', 'Faye Dunaway', 'Chief Dan George']",Arthur Penn
,0.0,"[{'id': 18, 'name': 'Drama'}]",21849,en,"""A Face in the Crowd"" charts the rise of a raucous hayseed named Lonesome Rhodes from itinerant Ozark guitar picker to local media rabble-rouser to TV superstar and political king-maker. Marcia Jeffries is the innocent Sarah Lawrence girl who discovers the great man in a back-country jail and is the first to fall under his spell",6.656685,"[{'name': 'Newtown Productions', 'id': 4299}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1957-10-17,0.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"POWER! He loved it! He took it raw in big gulpfuls...he liked the taste, the way it mixed with the bourbon and the sin in his blood!",A Face in the Crowd,7.4,48.0,1957,0.0,"['Andy Griffith', 'Patricia Neal', 'Walter Matthau']",Elia Kazan
,40600000.0,"[{'id': 35, 'name': 'Comedy'}]",1621,en,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,14.285052,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Cinema Group Ventures', 'id': 11142}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-06-07,90400000.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,Some very funny business.,Trading Places,7.1,763.0,1983,2.226600985221675,"['Eddie Murphy', 'Dan Aykroyd', 'Jamie Lee Curtis']",John Landis
Meatballs Collection,0.0,"[{'id': 35, 'name': 'Comedy'}]",14035,en,"Tripper is the head counselor at a budget summer camp called Camp Northstar. In truth, he's young at heart and only marginally more mature than the campers themselves. Tripper befriends Rudy, a loner camper who has trouble fitting in. As Tripper inspires his young charges to defeat rival Camp Mohawk in the annual Olympiad competition, Rudy plays matchmaker between Tripper and Roxanne, a female counselor at Northstar.",6.613063,"[{'name': 'Canadian Film Development Corporation (CFDC)', 'id': 4952}, {'name': 'Famous Players', 'id': 36555}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1979-06-28,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When this lot go back to nature, nature runs for it's life.",Meatballs,5.9,79.0,1979,0.0,"['Bill Murray', 'Harvey Atkin', 'Kate Lynch']",Ivan Reitman
Meatballs Collection,0.0,"[{'id': 35, 'name': 'Comedy'}]",40771,en,"The second in-name-only sequel to the first Meatballs summer camp movie sets us at Camp Sasquash where the owner Giddy tries to keep his camp open after it's threatened with foreclosure after Hershey, the militant owner of Camp Patton located just across the lake, wants to buy the entire lake area to expand Camp Patton. Giddy suggests settling the issue with the traditional end-of-the-summer boxing match over rights to the lake. Meanwhile, a tough, inner city punk, nicknamed Flash, is at Camp Sasquash for community service as a counselor-in-training where he sets his sights on the naive and intellectual Cheryl, while Flash's young charges befriend an alien, whom they name Meathead, also staying at the camp for the summer.",1.475532,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Space Productions', 'id': 6262}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-07-27,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The insanity continues...,Meatballs Part II,3.5,13.0,1984,0.0,"['Richard Mulligan', 'Hamilton Camp', 'John Mengatti']",Ken Wiederhorn
Meatballs Collection,0.0,"[{'id': 35, 'name': 'Comedy'}]",40772,en,The ghost of a dead porn star comes to Earth to help a nerd with his sex life.,1.667607,"[{'name': 'Cinépix', 'id': 6270}, {'name': 'Dalco', 'id': 37255}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1986-10-26,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rudy struck out two summers in a row... this will be his year to score!,Meatballs III: Summer Job,4.4,14.0,1986,0.0,"['Patrick Dempsey', 'Sally Kellerman', 'Isabelle Mejias']",George Mendeluk
Meatballs Collection,0.0,"[{'id': 35, 'name': 'Comedy'}]",40773,en,"Ricky is the hottest water-ski instructor around and he has just be rehired by his former employer/camp to whip up attendance. But the camp is in serious financial trouble and the owner of a rival, more popular, camp wants to buy them out. Therefore they will have to engage in a mean, winner-takes-all competition that will settle the row once and for all.",0.921189,[],[],1992-03-06,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"There's only one thing wilder, crazier and sexier then last summer - this summer.",Meatballs 4,3.3,4.0,1992,0.0,"['Corey Feldman', 'Jack Nance', 'Sarah Douglas']",Bob Logan
,0.0,"[{'id': 53, 'name': 'Thriller'}]",11498,en,In 1949 composer Roman Strauss is executed for the vicious murder of his wife Margaret with a pair of scissors. In 1990s Los Angeles a mute amnesiac woman shows up at an orphanage and private eye Mike Church is called in to investigate. Under hypnosis both the woman and Church seem to have a strange link back to the Strauss murder.,9.696201,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-08-23,38016380.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Mystery About True Love...And Certain Death.,Dead Again,6.7,81.0,1991,0.0,"['Kenneth Branagh', 'Derek Jacobi', 'Andy García']",Kenneth Branagh
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11790,en,"It is New Year's weekend and the friends of Peter (Fry) gather at his newly inherited country house. Ten years ago, they all acted together in a Cambridge University student comedy troupe, but it's less clear how much they have in common now.Peter's friends are Andrew (Branagh), now a writer in Hollywood; married jingle writers Roger (Laurie) and Mary (Staunton); glamorous costume designer Sarah (Emmanuel); and eccentric Maggie (Thompson), who works in publishing. Cast in sharp relief to the university chums are Carol (Rudner), the American TV star wife of Andrew; and loutish Brian (Slattery), Sarah's very recently acquired lover. Law plays Peter's disapproving housekeeper, Vera; and Lowe, her son Paul. Briers appears in a cameo role as Peter's father.",2.540085,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Renaissance Films', 'id': 3102}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1992-09-18,0.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,Peter's Friends,6.7,46.0,1992,0.0,"['Kenneth Branagh', 'Emma Thompson', 'Stephen Fry']",Kenneth Branagh
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",29371,en,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,2.149553,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-06-16,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Incredibly True Adventure of Two Girls In Love,5.7,13.0,1995,0.0,"['Laurel Holloman', 'Maggie Moore', 'Kate Stafford']",Maria Maggenti
,0.0,"[{'id': 35, 'name': 'Comedy'}]",276635,en,"A shy, introverted young girl takes a summer job at a seaside resort in Wales, where she finds the staff, the owners and patrons unlike anyone she has ever met before.",0.122181,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Goldcrest Films International', 'id': 500}, {'name': 'Enigma Productions', 'id': 7049}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1982-12-22,822.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Experience Preferred...But Not Essential,7.5,2.0,1982,0.0,"['Elizabeth Edmonds', 'Sue Wallace', 'Geraldine Griffiths']",Peter Duffell
,20000000.0,"[{'id': 35, 'name': 'Comedy'}]",47941,en,"In World War II era Los Angeles, the manager of the Culver Hotel leaves his nephew in charge for a weekend. The nephew changes the name to the Hotel Rainbow and overbooks with royalty, assassins, secret agents, Japanese tourists, and munchkins (from the cast of _Wizard of Oz, The (1939)_ ). Secret Service agent Bruce Thorpe and casting director Annie Clark find romance amidst the intrigue and confusion.",0.69162,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-07-31,2297493.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who knew so many little people would throw such a huge party?,Under the Rainbow,4.9,7.0,1981,0.11487465,"['Chevy Chase', 'Carrie Fisher', 'Eve Arden']",Steve Rash
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",29048,en,An inept British WWII commander leads his troops to a series of misadventures in North Africa and Europe.,1.494833,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1967-10-23,0.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"""There's been some marvelous advances in surgery, thanks to war!""",How I Won the War,5.6,10.0,1967,0.0,"['Michael Crawford', 'John Lennon', 'Roy Kinnear']",Richard Lester
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",19052,en,"On a winter day in a southside Queens high school, events collide and six students are suddenly in an armed standoff with the NYPD. At the school, classrooms freeze, teachers come and go, resources are scant.",1.252804,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-04,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Light It Up,6.6,7.0,1999,0.0,"['Usher Raymond', 'Vanessa Williams', 'Forest Whitaker']",Craig Bolotin
,23000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",21349,en,"In this adaptation of the Mona Simpson novel, single mother Adele August is bad with money, and even worse when it comes to making decisions. Her straight-laced daughter, Ann, is a successful high school student with Ivy League aspirations. When Adele decides to pack up and move the two of them from the Midwest to Beverly Hills, Calif., to pursue her dreams of Hollywood success, Ann grows frustrated with her mother's irresponsible and impulsive ways.",12.593734,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Fox 2000 Pictures', 'id': 711}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-12,18653615.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A story of a mother who knows best... and a daughter who knows better.,Anywhere But Here,5.9,67.0,1999,0.8110267391304348,"['Susan Sarandon', 'Natalie Portman', 'Hart Bochner']",Wayne Wang
,10000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",1832,en,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",8.559088,"[{'name': 'Lions Gate', 'id': 6644}, {'name': 'View Askew Productions', 'id': 16934}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-12,30652890.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It can be Hell getting into Heaven,Dogma,6.8,842.0,1999,3.065289,"['Ben Affleck', 'Matt Damon', 'Linda Fiorentino']",Kevin Smith
,60000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",10047,fr,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,9.471838,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Gaumont', 'id': 9}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1999-10-18,66976317.0,148.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,,The Messenger: The Story of Joan of Arc,6.2,373.0,1999,1.11627195,"['Milla Jovovich', 'Dustin Hoffman', 'Faye Dunaway']",Luc Besson
Pokémon Collection,30000000.0,"[{'id': 16, 'name': 'Animation'}]",10228,ja,"The adventure explodes into action with the debut of Mewtwo, a bio-engineered Pokemon created from the DNA of Mew, the rarest of all Pokemon. Determined to prove its superiority, Mewtwo lures Ash, Pikachu and others into a Pokemon match like none before. Mewtwo vs. Mew. Super-clones vs. Pokemon. It's the ultimate showdown ... with the very future of the world at stake!",7.556826,"[{'name': 'TV Tokyo', 'id': 3034}, {'name': '4 Kids Entertainment', 'id': 3035}, {'name': 'Shogakukan Production', 'id': 5261}, {'name': 'Media Factory', 'id': 7967}, {'name': 'Nintendo', 'id': 12288}, {'name': 'Creatures', 'id': 12307}, {'name': 'Tomy', 'id': 13070}, {'name': 'Oriental Light and Magic (OLM)', 'id': 66289}, {'name': 'GAME FREAK', 'id': 76467}, {'name': ""Pikachu Project '98"", 'id': 76468}, {'name': 'JR Kikaku', 'id': 76469}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-18,163644662.0,75.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,The Pokémon Match of All Time is Here.,Pokémon: The First Movie: Mewtwo Strikes Back,6.7,336.0,1998,5.454822066666667,"['Rica Matsumoto', 'Mayumi Iizuka', 'Yūji Ueda']",Michael Haigney
,0.0,"[{'id': 18, 'name': 'Drama'}]",47692,en,"A solitary middle-aged bachelor and a naive Irish teenager transform one another's lives to arrive at a place of recognition, redemption and wisdom in Atom Egoyan's adaptation of William Trevor's celebrated 1994 novel. Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks a serial killer. Hilditch has murdered several young women, but he has no conscious awareness of the crimes; like Felicia, he doesn't see his true self. Felicia's Journey is a story of innocence lost and regained: Felicia awakens to the world's dangers and duplicities; and Hilditch, who grew up lonely and unloved, comes to realize what was taken from him, and what he himself has taken.",1.850056,"[{'name': 'Alliance Atlantis Communications', 'id': 803}, {'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'Marquis Films Ltd', 'id': 24724}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1999-11-24,0.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'gd', 'name': ''}]",Released,,Felicia's Journey,6.3,24.0,1999,0.0,"['Bob Hoskins', 'Elaine Cassidy', 'Arsinée Khanjian']",Atom Egoyan
